name,culinary_type,address,link,is_branch,payment_methods,description,price_range,open_schedule,available_facilities,unavailable_facilities,phone,overall_rating,individual_rating,seating_capacity
Haagen - Dazs,Es Krim,"Kota Kasablanka, Lantai Ground, Food Society, Jl. Casablanca Raya, Tebet, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/haagen-dazs-tebet,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",08113469412,4.19,"4.5,4.0,3.9,4.2,4.3",
Marugame Udon,Jepang,"Pakuwon Mall, Lantai Basement 1, Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/marugame-udon-wiyung,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",081288788302,4.19,"4.3,3.9,4.0,4.0,4.2",
SATURDAYS,Kafe,"Lotte Shopping Avenue, Lantai 1, Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/saturdays-karet-kuningan,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Sabtu (09:00 - 18:00), Minggu Tutup","Wifi,100% Halal,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Vegetarian",021 22232223,4.15,"4.0,4.5,3.7,4.4,4.4",
Little M Coffee,Kafe,"Ruko Golden Boulevard, Blok L No. 1, Jl. Pahlawan Seribu, BSD, Serpong, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/little-m-coffee-bsd,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 2295 6067,4.17,"4.7,4.5,4.5,4.7,4.3",
Emily Listening Space,Kafe,"Jl. Jambu No. 2, Pancoran Mas, Depok",https://pergikuliner.com/restaurants/depok/emily-listening-space-pancoran-mas,False,Tunai,,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Kamis (11:00 - 20:00), Jumat - Sabtu (11:00 - 21:00), Minggu (11:00 - 20:00)","Area merokok,Area outdoor,100% Halal,Area parkir","Wifi,Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 7202336,4.53,"4.3,4.1,4.0,4.0,4.3",
Shabu Ghin,Jepang,"Jl. Wolter Monginsidi No. 53, Senopati, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/shabu-ghin-senopati,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (10:30 - 21:00),"Wifi,100% Halal,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Vegetarian",021 29110145,4.12,"4.5,3.9,3.8,4.0,4.0",
PokenbiR,Barat,"Lippo Kuningan Building, Lantai Ground, Jl. HR Rasuna Said Kav. 12B, Kuningan, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/pokenbir-kuningan,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Senin - Jumat (10:00 - 22:00), Sabtu (10:00 - 22:00), Minggu (10:00 - 22:00)","Wifi,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Ruang VIP,Vegetarian",08119451144,4.05,"4.3,4.0,3.9,4.1,4.1",
Gelato Secrets,Es Krim,"ShopHaus Menteng, Lantai 1, Jl. Teuku Cik Ditiro No. 36, Menteng, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/gelato-secrets-menteng,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo",,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Kamis (09:00 - 21:00), Jumat - Minggu (09:00 - 22:00) ","Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 84930895,4.06,"4.3,4.6,4.4,4.2,4.1",
KAJOEMANIS,Indonesia,"Kota Wisata Cibubur, Cluster Virginia, Blok L6 No. 8, Jl. Raya Kota Wisata, Cibubur, Bogor",https://pergikuliner.com/restaurants/bogor/kajoemanis-cibubur,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",081311996057,4.33,"4.7,4.2,4.2,4.4,4.2",
Hachi Grill,Jepang,"Synthesis Square, Tower 2, Lantai Ground, Jl. Gatot Subroto No. 177A, Gatot Subroto, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/hachi-grill-gatot-subroto,True,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ","Senin - Kamis (08:00 - 22:00), Jumat - Sabtu (08:00 - 24:00), Minggu (08:00 - 22:00)","Wifi,Area merokok,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",0251 8577089,4.36,"4.9,4.6,4.3,4.1,4.0",
Starbucks Reserve,Kafe,"Jl. Raya Pajajaran No. 14, Bogor Tengah, Bogor",https://pergikuliner.com/restaurants/bogor/starbucks-reserve-bogor-tengah,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (08:00 - 21:30),"Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",031 2880388,4.37,"4.6,4.6,4.0,4.7,4.6",
Spice Restaurant - Oakwood Hotel & Residence Surabaya,"Barat,Italia,Indonesia","Oakwood Hotel & Residence Surabaya, Jl. Raya Kertajaya Indah No. 79, Kertajaya, Surabaya",https://pergikuliner.com/restaurants/surabaya/spice-restaurant-oakwood-hotel-dan-residence-surabaya-kertajaya,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Senin - Kamis (10:00 - 20:00), Jumat - Minggu (10:00 - 21:00)","Wifi,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,Vegetarian",081299899160,4.49,"4.1,4.4,3.7,3.9,4.3",
Maketh Coffee & Eatery,Kafe,"Jl. Danau Agung II Blok C18 No. 15A, Sunter, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/maketh-coffee-dan-eatery-sunter,False,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,100% Halal,Area parkir","Pesan antar,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 6603045,4.1,"4.2,4.1,4.1,4.0,4.2",Kapasitas:  60 kursi
B'Steak Grill & Pancake,Barat,"Jl. Muara Karang Raya No. 42, Muara Karang, Penjaringan, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/b-steak-grill-dan-pancake-muara-karang,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Senin - Sabtu (10:30 - 21:00), Minggu Tutup","Wifi,Pesan antar,Area merokok,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Area outdoor,24 Jam,Vegetarian",085892633978,4.1,"4.2,4.2,3.9,4.3,4.3",
O'delice Cafe,Kafe,"Jl. HOS Cokroaminoto No. 22, Menteng, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/o-delice-cafe-menteng,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",031 5915044,4.2,"4.4,4.3,3.9,4.3,4.2",
Starbucks Coffee,Kafe,"Galaxy Mall 2, Lantai Ground, Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/starbucks-coffee-mulyorejo-1,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",0811133119,4.21,"4.4,3.9,3.9,3.9,4.2",
Ben Gong's Tea,Kafe,"Plaza Indonesia, Lantai 4, Jl. MH Thamrin, Thamrin, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/ben-gong-s-tea-thamrin,True,"Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",022 2035605,4.04,"4.6,4.1,3.9,4.2,4.3",
Sushi Tei,Jepang,"Flamboyant Season Building, Lantai 1, Jl. Sukawangi No. 2, Sukajadi, Bandung",https://pergikuliner.com/restaurants/bandung/sushi-tei-sukajadi,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (08:00 - 19:00),"100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Alkohol,Vegetarian",08119994133,4.24,"3.9,4.4,4.1,4.6,4.4",
Platon Coffee,Kafe,"Ruko Crystal Lane, No. 21, Jl. Bhayangkara, Alam Sutera, Serpong, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/platon-coffee-alam-sutera,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",081270196799,4.29,"4.1,4.5,3.8,4.4,4.1",
Edelweiss Tea & Coffee House,Kafe,"Jl. Neglasari Dalam No. 7, Ciumbuleuit, Bandung",https://pergikuliner.com/restaurants/bandung/edelweiss-tea-dan-coffee-house-ciumbuleuit,False,"Tunai,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",082232519106,4.18,"4.0,4.6,4.8,4.5,4.3",
Rustic Market,Kafe,"Jl. Golf 1 (Lapangan Puslatpasrat), Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/rustic-market-dukuh-pakis,False,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Jumat (07:00 - 21:00), Sabtu - Minggu (08:00 - 21:00)","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 52901037,4.43,"4.3,4.2,3.9,4.3,4.0",
Starbucks Coffee,Kafe,"Setiabudi One, Lantai Ground, Jl. HR Rasuna Said, Setiabudi, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/starbucks-coffee-setiabudi,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (07:00 - 20:00),"Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",089512261980,4.14,"4.1,4.2,4.2,4.0,4.1",
Meanwhile Coffee,Kafe,"Kuningan Guest House, Jl. Perintis No. 16, Kuningan, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/meanwhile-coffee-kuningan,False,"Tunai,Visa,Master,Debet,Ovo,Dana",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (07:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",081313317009,4.13,"4.1,4.5,3.6,4.0,4.2",
Marka Coffee Kitchen,Kafe,"Jl. Talaga Bodas No. 32, Burangrang, Bandung",https://pergikuliner.com/restaurants/bandung/marka-coffee-kitchen-burangrang,False,"Tunai,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (09:00 - 18:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",021 31926224,4.07,"3.9,4.7,3.4,4.2,4.3",Kapasitas:  120 kursi
Bunga Rampai,Indonesia,"Jl. Teuku Cik Ditiro No. 46, Menteng, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/bunga-rampai-menteng,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (07:00 - 23:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Vegetarian",022 7306086,4.1,"4.6,4.2,3.6,4.3,4.3",
Pizza Hut,"Jam Buka
Senin - Minggu (07:00 - 23:00)

Buka

","Jl. Buah Batu No. 137, Buah Batu, Bandung",https://pergikuliner.com/restaurants/bandung/pizza-hut-buah-batu,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Jumat (10:00 - 20:00), Sabtu - Minggu (10:00 - 21:00)","Wifi,Pesan antar,Area merokok,100% Halal,Bisa reservasi,Area parkir","Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 56985181,4.21,"4.2,4.2,3.7,4.1,4.1",
Union,Barat,"Mal Kelapa Gading 3, Lantai Ground, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/union-kelapa-gading,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (11:00 - 22:00),"Wifi,Area merokok,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Ruang VIP,Vegetarian",022 2039651,4.06,"4.1,4.5,3.7,4.0,4.1",
Saka Bistro & Bar,Kafe,"Jl. Karangsari No. 2, Setiabudhi, Bandung",https://pergikuliner.com/restaurants/bandung/saka-bistro-dan-bar-setiabudhi,False,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Kamis (08:00 - 23:00), Jumat - Sabtu (08:00 - 24:00), Minggu (08:00 - 23:00)","Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Vegetarian",081359920789,4.06,"4.1,4.2,4.0,4.2,4.3",
Papercup Coffee,Kafe,"SPBU Kayoon, Jl. Kayoon No. 48, Kayoon, Surabaya",https://pergikuliner.com/restaurants/surabaya/papercup-coffee-kayoon,True,"Tunai,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (08:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",088908880282,4.14,"4.1,4.5,3.6,4.2,4.1",
KINA,Kafe,"Jl. Birah II No. 82, Senopati, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/kina-senopati,True,"Tunai,Ovo",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Vegetarian",031 5995500,4.11,"4.2,4.1,4.0,3.9,4.1",
De Mandailing Cafe N Eatery,Kafe,"Jl. Klampis Jaya No. 144, Klampis, Surabaya, 
, ( Alamat Lama: , Jl. Klampis Jaya No. 10B, Klampis, Surabaya , )",https://pergikuliner.com/restaurants/surabaya/de-mandailing-cafe-n-eatery-klampis-2,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Sabtu (06:00 - 10:30, 12:00 - 14:30, 18:00 - 22:30), Minggu (06:00 - 10:30, 12:00 - 15:30, 18:00 - 22:30)","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 29880888,4.07,"4.0,4.4,3.5,4.3,4.5",
Arts Cafe - Raffles Jakarta Hotel,Barat,"Raffles Jakarta Hotel, Lantai 1, Jl. Prof Dr Satrio No. 3 - 5, Karet Kuningan, Setiabudi, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/arts-cafe-raffles-jakarta-hotel-karet-kuningan,False,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (07:00 - 22:00),"Wifi,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Vegetarian",081316899369,4.13,"4.6,4.1,4.6,4.6,4.6",
Kopi Kajo,Kafe,"Jl. Dharmawangsa No. 113B, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/kopi-kajo-gubeng,False,"Tunai,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (08:00 - 23:00),"Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",081314500400,4.49,"4.0,4.5,3.8,4.1,4.2",
SRSLY Coffee,Kafe,"Jl. Cipete Raya No. 7C, Fatmawati, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/srsly-coffee-fatmawati,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",0822130330065,4.11,"4.3,3.8,4.4,4.2,4.1",
Sugakiya,Jepang,"Kota Kasablanka, Lantai Lower Ground, Jl. Casablanca Raya, Tebet, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/sugakiya-tebet,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ","Selasa - Kamis (13:00 - 22:00), Jumat - Minggu (13:00 - 23:00), Senin Tutup","100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 22510477,4.14,"4.1,4.4,3.7,3.8,4.2",
MOONI Artisan Gelato,Es Krim,"Ruko Crown Golf, Blok B No. 12, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/mooni-artisan-gelato-pantai-indah-kapuk,False,"Tunai,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (09:00 - 20:00),"Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 58352235,4.05,"4.5,4.2,4.2,4.1,4.2",
Toast Box,"Kafe,Singapura","Puri Indah Mall, Lantai Ground, Jl. Puri Indah Raya, Puri, Jakarta Barat",https://pergikuliner.com/restaurants/jakarta/toast-box-puri,True,Tunai,,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area outdoor,100% Halal,Area parkir","Pesan antar,Area merokok,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",022 4237999,4.22,"4.5,4.3,4.0,4.5,4.3",
Gyu Kaku,Jepang,"Jl. Pangeran Kornel No. 7, Dago Bawah, Bandung",https://pergikuliner.com/restaurants/bandung/gyu-kaku-dago-bawah,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo",,"
                  Di atas Rp. 200.000 /orang
                ","Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (07:00 - 21:00)","Wifi,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,Vegetarian",085192496146,4.3,"4.6,4.3,3.8,3.9,4.6",
Amertha Warung Coffee,Indonesia,"Jl. Bumi No. 18, Blok M, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/amertha-warung-coffee-blok-m,True,"Tunai,Visa,Master,Debet,Ovo",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (07:00 - 22:00),"Wifi,Area merokok,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,Area outdoor,24 Jam,Alkohol,Vegetarian",087808194445,4.3,"4.3,4.5,3.8,4.6,4.2",
Boncafe,Barat,"Jl. Raya Gubeng No. 46, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/boncafe-gubeng,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Pesan antar,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","24 Jam,Vegetarian",021 7222186,4.23,"4.2,4.4,3.9,4.4,4.6",
Legato Gelato,Es Krim,"Ruko Golden 8, Blok D No. 30, Jl. Ki Hajar Dewantara, Gading Serpong, Serpong, Tangerang",https://pergikuliner.com/restaurants/tangerang/legato-gelato-gading-serpong,False,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",031 5046222,4.07,"4.8,3.9,4.3,3.9,4.3",
William's,"Barat,Indonesia","Jl. Tulodong Atas No. 28, Senopati, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/william-s-senopati,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Senin - Kamis (10:00 - 21:00), Jumat - Minggu (10:00 - 22:00)","Area merokok,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Wifi,Pesan antar,Area outdoor,24 Jam,Vegetarian",081380830006,4.15,"4.3,3.7,4.4,4.0,4.0",
Soth.Ta Coffee,Kafe,"Ruko South Goldfinch, Blok SGD No. 6, Jl. Springs Boulevard, Gading Serpong, Serpong, Tangerang",https://pergikuliner.com/restaurants/tangerang/soth-ta-coffee-gading-serpong-2,False,"Tunai,Visa,Master,Debet,Go-pay",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Kamis (10:00 - 23:00), Jumat - Sabtu (10:00 - 01:00), Minggu (09:00 - 22:00)","Wifi,Area merokok,Area outdoor,Bisa reservasi,Area parkir","Pesan antar,24 Jam,100% Halal,Ruang VIP,Alkohol,Vegetarian",021 7242828,4.17,"3.9,4.5,3.5,4.4,4.4",
Playroast,Kafe,"BNL Patent, Lantai 2, Jl. Raya Ngagel Jaya No. 40, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/playroast-ngagel,False,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (07:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",08111132282,4.21,"4.3,4.3,3.9,4.2,4.2",Kapasitas:  20 kursi
Djournal House,Kafe,"Jl. Gunawarman No. 11A, Senopati, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/djournal-house-senopati,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Senin - Jumat (09:00 - 17:00), Sabtu - Minggu Tutup","Wifi,Area merokok,Area outdoor,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Ruang VIP,Bisa reservasi,Vegetarian",081234857899,4.13,"3.9,4.5,3.9,4.4,4.3",
